dataset,loss,stability,color,marker,loss_abs,stability_abs,loss_se,stability_se,loss_abs_se,stability_abs_se
Carseats,0.998417323,0.876397405,#F0E442,ABU,5.090890132,0.492321003,0.064195495,0.058003994,0.327330268,0.032584058
College,0.992955912,0.61044751,#CC79A7,SL_{0.5},0.047133906,0.046414588,0.068318846,0.021963049,0.003242978,0.001669932
College,1.033722155,0.545543041,#CC79A7,SL_{0.75},0.049069009,0.041479661,0.075543671,0.01579567,0.003585928,0.001201003
College,1.057920716,0.516773301,#CC79A7,SL_{0.9},0.050217673,0.039292191,0.079414072,0.0166484,0.003769649,0.00126584
College,0.886663732,0.878959985,#F0E442,ABU,0.042088399,0.066830588,0.062422274,0.024142902,0.002963078,0.001835674
Hitters,1.031596611,0.654004592,#CC79A7,SL_{0.5},0.216758205,0.074601176,0.188708025,0.059319199,0.03965117,0.006766439
Hitters,1.05042539,0.559593366,#CC79A7,SL_{0.75},0.220714492,0.06383185,0.193981142,0.0449348,0.040759153,0.005125635
Hitters,1.058948876,0.513972215,#CC79A7,SL_{0.9},0.222505439,0.058627924,0.193242226,0.037601434,0.040603893,0.004289131
Hitters,0.93629355,0.874263005,#F0E442,ABU,0.196733206,0.099725673,0.171733361,0.081807111,0.036084468,0.009331596
Wage,0.993601448,0.596070628,#CC79A7,SL_{0.5},0.077875416,0.023003629,0.045317658,0.026549159,0.003551858,0.001024588
Wage,0.993113366,0.522643174,#CC79A7,SL_{0.75},0.077837161,0.020169908,0.044572766,0.01732435,0.003493476,0.000668583
Wage,0.995904145,0.46058983,#CC79A7,SL_{0.9},0.078055894,0.017775138,0.044693724,0.019919802,0.003502956,0.000768747
Wage,0.991079144,0.732791381,#F0E442,ABU,0.077677725,0.028279972,0.045247724,0.049836622,0.003546377,0.001923301
Boston,1.00809977,0.985360775,#009E73,"TR_{0,5}",14.49258993,1.188445552,0.242420291,0.071164866,3.485069603,0.085832083
Boston,1.022435216,0.967039713,#009E73,"TR_{5,5}",14.69867839,1.166348483,0.244557568,0.068917868,3.515795411,0.083121975
Boston,1.01151358,0.952253938,#009E73,"TR_{10,5}",14.54166735,1.148515332,0.241392419,0.068933162,3.470292761,0.083140421
Carseats,0.977914893,0.963430467,#009E73,"TR_{0,5}",4.98634906,0.541212298,0.048430776,0.029149686,0.246946598,0.016374995
Carseats,0.98174045,0.956569914,#009E73,"TR_{5,5}",5.005855422,0.537358345,0.047424222,0.027309944,0.241814219,0.015341509
Carseats,0.978266012,0.94911467,#009E73,"TR_{10,5}",4.988139399,0.533170321,0.048256283,0.027653662,0.246056863,0.015534595
College,0.951387908,0.959984106,#009E73,"TR_{0,5}",0.045160744,0.072991152,0.069159083,0.04727956,0.003282862,0.00359484
College,0.947895362,0.959250459,#009E73,"TR_{5,5}",0.044994959,0.07293537,0.07015236,0.039826446,0.003330012,0.003028152
College,0.944639227,0.944149595,#009E73,"TR_{10,5}",0.044840396,0.071787196,0.069542013,0.036171084,0.003301039,0.002750222
Hitters,0.981780694,0.963647132,#009E73,"TR_{0,5}",0.206290927,0.109921567,0.187216571,0.055331666,0.039337787,0.006311588
Hitters,0.979804799,0.981077059,#009E73,"TR_{5,5}",0.205875753,0.111909768,0.185800525,0.056330094,0.039040249,0.006425477
Hitters,0.98437214,0.97061221,#009E73,"TR_{10,5}",0.206835439,0.110716061,0.18678584,0.059692513,0.039247282,0.006809022
Wage,0.998093854,0.834359248,#009E73,"TR_{0,5}",0.078227517,0.032199691,0.050760872,0.024722673,0.003978481,0.0009541
Wage,0.997556595,0.828775326,#009E73,"TR_{5,5}",0.078185408,0.031984196,0.050281889,0.024257504,0.003940939,0.000936148
Wage,1.001897788,0.828869327,#009E73,"TR_{10,5}",0.078525657,0.031987824,0.050839773,0.025245739,0.003984665,0.000974287
Boston,0.952854951,0.728557779,#E69F00,BABU_{1},13.69838231,0.878714957,0.215104735,0.016287957,3.092377174,0.019644937
Boston,0.965666705,0.721006906,#E69F00,BABU_{3},13.88256597,0.869607835,0.224572995,0.029761537,3.228494264,0.035895448
Boston,0.945043061,0.725175556,#E69F00,BABU_{5},13.58607744,0.874635652,0.211005124,0.021362924,3.03344056,0.025765864
Carseats,0.986798151,0.882140743,#E69F00,BABU_{1},5.031644439,0.495547354,0.054327548,0.048438492,0.277013999,0.027210586
Carseats,0.991056281,0.929535759,#E69F00,BABU_{3},5.053356473,0.522171762,0.057654997,0.043106137,0.293980529,0.024215107
Carseats,0.978533365,0.911389497,#E69F00,BABU_{5},4.989502621,0.511978001,0.049635193,0.04856999,0.253087869,0.027284455
College,0.85931061,0.794455931,#E69F00,BABU_{1},0.040789994,0.060405431,0.065528108,0.023697747,0.003110506,0.001801828
College,0.844973272,0.770251146,#E69F00,BABU_{3},0.040109425,0.058565052,0.060819144,0.023478659,0.00288698,0.00178517
College,0.830464537,0.738058179,#E69F00,BABU_{5},0.03942072,0.056117301,0.057621429,0.029148561,0.00273519,0.002216273
Hitters,0.927193775,0.827565833,#E69F00,BABU_{1},0.19482117,0.094399008,0.173290787,0.058226468,0.036411713,0.006641793
Hitters,0.907976636,0.861029761,#E69F00,BABU_{3},0.190783281,0.09821618,0.176672982,0.082908475,0.037122377,0.009457227
Hitters,0.883475773,0.896772023,#E69F00,BABU_{5},0.18563518,0.102293238,0.177576447,0.091898724,0.037312212,0.010482729
Wage,0.992662063,0.634473878,#E69F00,BABU_{1},0.077682928,0.024275005,0.04446597,0.039263488,0.003479781,0.001502223
Wage,0.994843513,0.562805813,#E69F00,BABU_{3},0.077853642,0.021532981,0.04221147,0.020203929,0.00330335,0.000773003
Wage,0.997262648,0.498655634,#E69F00,BABU_{5},0.078042957,0.019078592,0.04165434,0.020842419,0.003259751,0.000797432
